District Name,Market Name,Commodity,Price Date,tempmax,tempmin,humidity,precip,windspeed,solarradiation,description,soil moisture,soil type,soil ph,N,P,K,WATER REQUIREMENT,Stage Growth,Yield,Day,Month,Year
Kannur,Kannur,Banana - Green,2021-08-24,31.4,24.8,83.6,4.3,12.2,212.9,Partly cloudy throughout the day with a chance of rain throughout the day.,78.25,loamy to humid,6.435785799,116,71,47,0.3,Vegetative stage,8.598274209,24,8,2021
Kannur,Kannur,Banana - Green,2021-08-25,32.4,25.0,83.4,3.3,11.2,217.7,Partly cloudy throughout the day with a chance of rain throughout the day.,78.9,loamy to humid,6.176644228,117,79,49,6.7,Vegetative stage,8.893756294,25,8,2021
Kannur,Kannur,Banana - Green,2021-08-26,32.9,25.1,85.6,8.7,14.8,211.1,Partly cloudy throughout the day with a chance of rain throughout the day.,80.05,loamy to humid,6.220643671,119,72,55,8.2,Vegetative stage,8.526109661,26,8,2021
Kannur,Kannur,Banana - Green,2021-08-27,29.7,24.7,91.0,33.0,10.8,93.5,Cloudy skies throughout the day with a chance of rain throughout the day.,57.075,loamy to humid,5.871702211,99,73,53,7.7,Vegetative stage,11.44803854,27,8,2021
Kannur,Kannur,Banana - Green,2021-08-28,28.2,24.7,90.6,58.2,18.0,52.7,Cloudy skies throughout the day with a chance of rain throughout the day.,54.875,loamy to humid,6.390741836,91,84,52,0.4,Vegetative stage,9.795652174,28,8,2021
Kannur,Kannur,Banana - Green,2021-08-29,29.1,24.0,90.0,63.6,14.8,33.4,Cloudy skies throughout the day with a chance of rain throughout the day.,50.45,loamy to humid,6.21084479,80,90,47,2.8,Vegetative stage,8.076658477,29,8,2021
Kannur,Kannur,Banana - Green,2021-08-30,29.7,23.2,89.9,32.9,14.8,61.7,Cloudy skies throughout the day with a chance of rain throughout the day.,49.825,loamy to humid,6.012696655,101,70,48,4.3,Vegetative stage,7.151612903,30,8,2021
Kannur,Kannur,Banana - Green,2021-08-31,31.1,24.6,87.3,5.9,11.2,123.2,Partly cloudy throughout the day with a chance of rain throughout the day.,56.9,loamy to humid,5.908770059,108,89,53,3.8,Vegetative stage,8.294478528,31,8,2021
Kannur,Kannur,Banana - Green,2021-09-01,31.2,25.0,85.9,2.6,11.9,184.4,Partly cloudy throughout the day with a chance of rain throughout the day.,71.2,loamy to humid,6.049801781,100,80,52,0.1,Vegetative stage,8.725974026,1,9,2021
Kannur,Kannur,Banana - Green,2021-09-02,29.1,24.3,88.7,6.0,13.7,163.1,Cloudy skies throughout the day with a chance of rain throughout the day.,67.875,loamy to humid,6.010095853,109,91,53,3.7,Vegetative stage,8.860409146,2,9,2021
Kannur,Kannur,Banana - Green,2021-09-03,28.1,23.7,89.6,33.3,7.9,61.1,Cloudy skies throughout the day with a chance of rain throughout the day.,47.975,loamy to humid,5.738678895,82,78,46,5.2,Vegetative stage,10.77995301,3,9,2021
Kannur,Kannur,Banana - Green,2021-09-04,29.9,24.2,89.3,20.0,11.5,91.1,Cloudy skies throughout the day with a chance of rain throughout the day.,52.975,loamy to humid,5.74055541,106,70,55,4.7,Vegetative stage,9.209677419,4,9,2021
Kannur,Kannur,Banana - Green,2021-09-05,26.9,24.7,91.6,27.2,13.7,83.9,Cloudy skies throughout the day with a chance of rain throughout the day.,54.1,loamy to humid,5.793260262,90,86,52,0.1,Vegetative stage,6.580926181,5,9,2021
Kannur,Kannur,Banana - Green,2021-09-06,27.9,24.2,91.6,42.4,14.0,40.6,Cloudy skies throughout the day with a chance of rain throughout the day.,47.15,loamy to humid,5.50947065,83,95,50,4.9,Vegetative stage,7.774358974,6,9,2021
Kannur,Kannur,Banana - Green,2021-09-07,28.1,24.3,91.1,24.2,14.4,116.4,Cloudy skies throughout the day with a chance of rain throughout the day.,61.525,loamy to humid,5.986442306,119,90,48,6.4,Vegetative stage,7.264224474,7,9,2021
Kannur,Kannur,Banana - Green,2021-09-08,30.7,24.4,89.1,10.8,11.2,181.2,Partly cloudy throughout the day with a chance of rain throughout the day.,73.075,loamy to humid,5.790768046,107,72,45,5.9,Vegetative stage,8.131082842,8,9,2021
Kannur,Kannur,Banana - Green,2021-09-09,31.9,24.6,86.5,4.0,10.1,197.2,Partly cloudy throughout the day with a chance of rain throughout the day.,74.45,loamy to humid,5.915546415,116,81,55,0.5,Vegetative stage,8.694939585,9,9,2021
Kannur,Kannur,Banana - Green,2021-09-10,31.1,24.3,86.3,3.1,15.5,238.6,Partly cloudy throughout the day with a chance of rain throughout the day.,85.875,loamy to humid,6.242528278,101,75,50,5.8,Vegetative stage,8.598274209,10,9,2021
Kannur,Kannur,Banana - Green,2021-09-11,30.4,24.9,88.4,6.6,11.9,181.3,Cloudy skies throughout the day with a chance of rain throughout the day.,72.05,loamy to humid,6.036079266,93,81,50,7.3,Vegetative stage,8.893756294,11,9,2021
Kannur,Kannur,Banana - Green,2021-09-12,30.7,24.9,89.1,23.9,15.8,162.8,Cloudy skies throughout the day with a chance of rain throughout the day.,72.9,loamy to humid,5.829898502,95,75,45,6.8,Vegetative stage,8.526109661,12,9,2021
Kannur,Kannur,Banana - Green,2021-09-13,28.4,25.1,91.3,25.5,18.4,161.8,Cloudy skies throughout the day with a chance of rain throughout the day.,74.25,loamy to humid,6.088064451,107,71,55,0.3,Vegetative stage,11.44803854,13,9,2021
Kannur,Kannur,Banana - Green,2021-09-14,31.1,25.2,88.7,9.4,12.2,177.9,Cloudy skies throughout the day with a chance of rain throughout the day.,72.05,loamy to humid,6.469370954,83,94,47,5.5,Vegetative stage,9.795652174,14,9,2021
Kannur,Kannur,Banana - Green,2021-09-15,31.1,24.9,87.1,5.8,10.4,220.6,Partly cloudy throughout the day with a chance of rain throughout the day.,80.975,loamy to humid,5.720726906,102,73,54,7.0,Vegetative stage,8.076658477,15,9,2021
Kannur,Kannur,Banana - Green,2021-09-16,31.4,25.3,86.4,2.7,9.4,188.5,Partly cloudy throughout the day with a chance of rain throughout the day.,71.75,loamy to humid,5.80766417,86,79,45,6.5,Vegetative stage,7.151612903,16,9,2021
Kannur,Kannur,Banana - Green,2021-09-17,32.2,25.2,82.7,0.4,12.6,247.2,Partly cloudy throughout the day with a chance of rain throughout the day.,85.725,loamy to humid,5.703381728,117,86,53,0.2,Vegetative stage,8.294478528,17,9,2021
Kannur,Kannur,Banana - Green,2021-09-18,31.4,25.4,82.9,0.7,12.6,233.6,Partly cloudy throughout the day with rain.,82.45,loamy to humid,6.165001278,111,79,53,6.5,Vegetative stage,8.725974026,18,9,2021
Kannur,Kannur,Banana - Green,2021-09-19,32.1,25.4,81.8,0.0,15.5,262.7,Partly cloudy throughout the day.,90.0,loamy to humid,6.002481605,95,74,50,8.0,Vegetative stage,8.860409146,19,9,2021
Kannur,Kannur,Banana - Green,2021-09-20,32.1,25.8,84.7,0.0,14.4,256.1,Partly cloudy throughout the day.,88.8,loamy to humid,6.212369363,91,75,55,7.5,Vegetative stage,10.77995301,20,9,2021
Kannur,Kannur,Banana - Green,2021-09-21,31.9,25.8,84.1,2.4,16.6,251.2,Partly cloudy throughout the day with rain.,88.575,loamy to humid,5.765308943,93,83,46,0.5,Vegetative stage,9.209677419,21,9,2021
Kannur,Kannur,Banana - Green,2021-09-22,31.2,25.2,84.9,1.1,16.9,238.9,Cloudy skies throughout the day with a chance of rain throughout the day.,85.45,loamy to humid,5.740764682,92,85,51,7.0,Vegetative stage,6.580926181,22,9,2021
Kannur,Kannur,Banana - Green,2021-09-23,31.4,25.0,84.5,2.2,16.9,225.2,Partly cloudy throughout the day with a chance of rain throughout the day.,82.2,loamy to humid,5.879119455,104,80,54,8.5,Vegetative stage,7.774358974,23,9,2021
Kannur,Kannur,Banana - Green,2021-09-24,31.2,25.0,82.8,1.0,14.8,238.7,Partly cloudy throughout the day with rain.,84.325,loamy to humid,6.099478745,103,72,51,8.0,Vegetative stage,7.264224474,24,9,2021
Kannur,Kannur,Banana - Green,2021-09-25,31.9,25.5,83.0,1.4,14.8,243.5,Partly cloudy throughout the day with a chance of rain throughout the day.,85.675,loamy to humid,5.674403359,92,75,45,0.8,Vegetative stage,8.131082842,25,9,2021
Kannur,Kannur,Banana - Green,2021-09-26,31.2,25.6,86.1,2.0,12.6,206.9,Cloudy skies throughout the day with a chance of rain throughout the day.,76.9,loamy to humid,5.694243847,93,85,49,8.6,Vegetative stage,8.694939585,26,9,2021
Kannur,Kannur,Banana - Green,2021-09-27,27.4,25.0,90.7,25.3,17.3,124.3,Cloudy skies throughout the day with a chance of rain throughout the day.,64.4,loamy to humid,5.905494703,120,87,52,10.1,Vegetative stage,8.598274209,27,9,2021
Kannur,Kannur,Banana - Green,2021-09-28,31.2,24.4,88.3,12.7,13.0,139.9,Partly cloudy throughout the day with a chance of rain throughout the day.,63.475,loamy to humid,6.110844721,108,72,46,9.6,Vegetative stage,8.893756294,28,9,2021
Kannur,Kannur,Banana - Green,2021-09-29,31.9,24.6,85.1,7.4,10.4,175.8,Partly cloudy throughout the day with a chance of rain throughout the day.,69.675,loamy to humid,6.020445317,105,88,54,0.6,Vegetative stage,8.526109661,29,9,2021
Kannur,Kannur,Banana - Green,2021-09-30,32.1,24.4,85.3,3.6,9.7,214.3,Partly cloudy throughout the day with a chance of rain throughout the day.,78.225,loamy to humid,6.435917308,98,79,50,5.05,Vegetative stage,11.44803854,30,9,2021
Kannur,Kannur,Banana - Green,2021-10-01,31.1,25.5,86.4,9.4,11.5,205.2,Partly cloudy throughout the day with a chance of rain throughout the day.,78.125,loamy to humid,5.505393833,111,88,55,6.55,Vegetative stage,9.795652174,1,10,2021
Kannur,Kannur,Banana - Green,2021-10-02,31.1,24.4,86.4,7.2,9.7,192.2,Partly cloudy throughout the day with a chance of rain throughout the day.,73.875,loamy to humid,5.677719902,97,74,45,6.05,Vegetative stage,8.076658477,2,10,2021
Kannur,Kannur,Banana - Green,2021-10-03,31.1,23.9,85.9,1.8,11.2,210.0,Partly cloudy throughout the day with rain.,77.225,loamy to humid,5.719014989,95,82,48,0.5,Shooting stage,7.151612903,3,10,2021
Kannur,Kannur,Banana - Green,2021-10-04,30.7,25.2,86.6,4.3,9.4,196.9,Partly cloudy throughout the day with a chance of rain throughout the day.,74.3,loamy to humid,6.275572298,89,91,55,6.0,Shooting stage,8.294478528,4,10,2021
Kannur,Kannur,Banana - Green,2021-10-05,32.1,25.3,84.6,3.4,11.2,216.1,Partly cloudy throughout the day with rain.,78.825,loamy to humid,6.275384607,89,85,55,7.5,Shooting stage,8.725974026,5,10,2021
Kannur,Kannur,Banana - Green,2021-10-06,31.1,25.1,86.1,15.9,11.2,124.2,Partly cloudy throughout the day with a chance of rain throughout the day.,59.35,loamy to humid,6.201911642,118,88,51,7.0,Shooting stage,8.860409146,6,10,2021
Kannur,Kannur,Banana - Green,2021-10-07,32.9,25.1,83.7,2.4,13.0,207.5,Partly cloudy throughout the day with a chance of rain throughout the day.,76.65,loamy to humid,5.758054257,101,92,45,0.5,Shooting stage,10.77995301,7,10,2021
Kannur,Kannur,Banana - Green,2021-10-08,31.9,25.7,85.9,8.1,14.0,164.9,Cloudy skies throughout the day with a chance of rain throughout the day.,68.225,loamy to humid,6.323933647,99,92,47,7.1,Shooting stage,9.209677419,8,10,2021
Kannur,Kannur,Banana - Green,2021-10-09,30.9,25.1,88.0,27.1,11.2,109.6,Cloudy skies throughout the day with a chance of rain throughout the day.,58.975,loamy to humid,5.901100841,82,77,46,8.6,Shooting stage,6.580926181,9,10,2021
Kannur,Kannur,Banana - Green,2021-10-10,31.4,24.9,86.9,7.9,7.6,182.8,Cloudy skies throughout the day with a chance of rain throughout the day.,71.3,loamy to humid,5.644486582,90,86,55,8.1,Shooting stage,7.774358974,10,10,2021
Kannur,Kannur,Banana - Green,2021-10-11,31.1,25.5,88.8,18.7,6.5,142.2,Cloudy skies throughout the day with a chance of rain throughout the day.,64.05,loamy to humid,6.235461772,95,88,52,0.8,Shooting stage,7.264224474,11,10,2021
Kannur,Kannur,Banana - Green,2021-10-12,27.2,24.2,91.5,59.1,14.8,78.4,Cloudy skies throughout the day with a chance of rain throughout the day.,60.95,loamy to humid,6.28236237,104,73,46,8.0,Shooting stage,8.131082842,12,10,2021
Kannur,Kannur,Banana - Green,2021-10-13,30.4,23.9,88.5,50.1,11.2,92.4,Cloudy skies throughout the day with a chance of rain throughout the day.,60.55,loamy to humid,6.356090905,102,73,52,9.5,Shooting stage,8.694939585,13,10,2021
Kannur,Kannur,Banana - Green,2021-10-14,32.7,25.1,87.4,33.8,13.0,112.9,Partly cloudy throughout the day with a chance of rain throughout the day.,61.775,loamy to humid,5.837258235,100,74,52,9.0,Shooting stage,8.598274209,14,10,2021
Kannur,Kannur,Banana - Green,2021-10-15,32.2,25.7,83.3,0.6,15.1,208.7,Partly cloudy throughout the day with rain.,76.925,loamy to humid,5.653437902,94,89,48,0.8,Shooting stage,8.893756294,15,10,2021
Kannur,Kannur,Banana - Green,2021-10-16,32.7,25.3,86.7,19.9,11.9,142.0,Partly cloudy throughout the day with a chance of rain throughout the day.,65.125,loamy to humid,5.727469947,99,70,46,4.4,Shooting stage,8.526109661,16,10,2021
Kannur,Kannur,Banana - Green,2021-10-17,31.1,24.7,90.5,21.0,9.4,60.2,Cloudy skies throughout the day with a chance of rain throughout the day.,45.275,loamy to humid,6.200111068,112,87,48,5.9,Shooting stage,11.44803854,17,10,2021
Kannur,Kannur,Banana - Green,2021-10-18,28.3,25.1,89.0,7.1,6.8,125.4,Cloudy skies throughout the day with a chance of rain throughout the day.,57.075,loamy to humid,5.614471478,117,82,45,5.5,Shooting stage,9.795652174,18,10,2021
Kannur,Kannur,Banana - Green,2021-10-19,31.9,24.8,84.5,0.6,11.9,217.0,Partly cloudy throughout the day with rain clearing later.,78.5,loamy to humid,6.257369799,96,86,51,0.2,Shooting stage,8.076658477,19,10,2021
Kannur,Kannur,Banana - Green,2021-10-20,32.1,25.4,85.9,2.9,11.9,177.0,Partly cloudy throughout the day with rain.,69.425,loamy to humid,6.037430836,113,85,45,5.3,Shooting stage,7.151612903,20,10,2021
Kannur,Kannur,Banana - Green,2021-10-21,31.9,24.9,85.9,12.7,7.9,169.4,Cloudy skies throughout the day with a chance of rain throughout the day.,68.975,loamy to humid,5.760457558,105,93,46,6.8,Shooting stage,8.294478528,21,10,2021
Kannur,Kannur,Banana - Green,2021-10-22,33.4,25.1,82.1,5.0,11.2,216.8,Partly cloudy throughout the day with a chance of rain throughout the day.,78.775,loamy to humid,6.158164422,85,89,51,6.3,Shooting stage,8.725974026,22,10,2021
Kannur,Kannur,Banana - Green,2021-10-23,30.1,25.2,85.7,20.4,14.8,152.1,Cloudy skies throughout the day with a chance of rain throughout the day.,68.25,loamy to humid,6.387431383,108,94,47,0.3,Shooting stage,8.860409146,23,10,2021
Kannur,Kannur,Banana - Green,2021-10-24,33.2,25.1,82.8,24.2,8.6,123.5,Cloudy skies throughout the day with a chance of rain throughout the day.,59.775,loamy to humid,5.891413895,92,81,52,6.2,Shooting stage,10.77995301,24,10,2021
Kannur,Kannur,Banana - Green,2021-10-25,32.9,24.5,82.2,3.9,9.0,196.4,Partly cloudy throughout the day with rain.,72.875,loamy to humid,5.725418961,110,71,54,7.7,Shooting stage,9.209677419,25,10,2021
Kannur,Kannur,Banana - Green,2021-10-26,32.1,25.2,85.7,5.7,7.6,172.0,Partly cloudy throughout the day with a chance of rain throughout the day.,67.75,loamy to humid,6.281069505,82,75,55,7.2,Shooting stage,6.580926181,26,10,2021
Kannur,Kannur,Banana - Green,2021-10-27,32.1,25.8,85.1,8.2,8.3,205.4,Partly cloudy throughout the day with a chance of rain throughout the day.,76.75,loamy to humid,5.507641778,117,81,53,0.5,Shooting stage,7.774358974,27,10,2021
Kannur,Kannur,Banana - Green,2021-10-28,31.4,24.7,84.5,8.0,8.3,214.7,Partly cloudy throughout the day with a chance of rain throughout the day.,78.875,loamy to humid,6.149934034,91,94,46,7.5,Shooting stage,7.264224474,28,10,2021
Kannur,Kannur,Banana - Green,2021-10-29,33.1,25.5,84.7,4.3,11.2,184.3,Partly cloudy throughout the day with a chance of rain throughout the day.,71.125,loamy to humid,5.849076099,105,95,50,9.0,Shooting stage,8.131082842,29,10,2021
Kannur,Kannur,Banana - Green,2021-10-30,33.1,24.4,86.1,12.5,9.4,148.8,Cloudy skies throughout the day with rain.,64.2,loamy to humid,6.276800323,108,92,53,8.5,Shooting stage,8.694939585,30,10,2021
Kannur,Kannur,Banana - Green,2021-10-31,32.7,25.6,84.6,3.7,11.2,193.7,Cloudy skies throughout the day with a chance of rain throughout the day.,73.3,loamy to humid,5.926824754,86,76,54,0.8,Shooting stage,8.598274209,31,10,2021
Kannur,Kannur,Banana - Green,2021-11-01,32.2,25.2,87.9,17.1,9.0,129.7,Cloudy skies throughout the day with a chance of rain throughout the day.,60.925,loamy to humid,5.519088423,80,77,49,3.6,Shooting stage,8.893756294,1,11,2021
Kannur,Kannur,Banana - Green,2021-11-02,32.1,25.1,86.5,39.8,9.0,151.7,Cloudy skies throughout the day with a chance of rain throughout the day.,71.75,loamy to humid,6.079178788,93,94,53,5.1,Shooting stage,8.526109661,2,11,2021
Kannur,Kannur,Banana - Green,2021-11-03,32.2,25.1,85.1,159.3,7.9,93.9,Cloudy skies throughout the day with a chance of rain throughout the day.,86.55,loamy to humid,6.13465588,90,92,55,4.6,Shooting stage,11.44803854,3,11,2021
Kannur,Kannur,Banana - Green,2021-11-04,33.2,25.4,84.0,8.4,12.2,125.2,Cloudy skies throughout the day with a chance of rain throughout the day.,57.45,loamy to humid,5.808497604,108,89,53,0.1,Shooting stage,9.795652174,4,11,2021
Kannur,Kannur,Banana - Green,2021-11-05,30.2,25.0,86.4,14.4,12.6,81.3,Cloudy skies throughout the day with a chance of rain throughout the day.,48.675,loamy to humid,5.891458107,108,88,55,4.5,Shooting stage,8.076658477,5,11,2021
Kannur,Kannur,Banana - Green,2021-11-06,33.4,24.9,85.8,4.8,7.6,193.4,Partly cloudy throughout the day with a chance of rain throughout the day.,72.9,loamy to humid,5.816622479,105,77,52,6.0,Shooting stage,7.151612903,6,11,2021
Kannur,Kannur,Banana - Green,2021-11-07,32.7,24.4,82.3,1.3,11.2,203.8,Partly cloudy throughout the day with rain.,74.65,loamy to humid,5.843163161,118,88,52,5.5,Shooting stage,8.294478528,7,11,2021
Kannur,Kannur,Banana - Green,2021-11-08,31.1,25.2,84.5,0.8,9.4,123.5,Cloudy skies throughout the day with rain clearing later.,54.55,loamy to humid,6.376756633,101,87,54,0.2,Shooting stage,8.725974026,8,11,2021
Kannur,Kannur,Banana - Green,2021-11-09,30.4,24.4,83.6,2.4,6.1,93.9,Cloudy skies throughout the day with rain.,46.5,loamy to humid,5.623615687,95,75,50,5.6,Shooting stage,8.860409146,9,11,2021
Kannur,Kannur,Banana - Green,2021-11-10,33.2,25.4,79.4,3.3,9.0,128.4,Cloudy skies throughout the day with rain clearing later.,55.025,loamy to humid,5.91505509,106,85,53,7.1,Shooting stage,10.77995301,10,11,2021
Kannur,Kannur,Banana - Green,2021-11-11,30.9,25.4,78.6,0.0,11.2,169.5,Cloudy skies throughout the day.,64.825,loamy to humid,6.458714879,86,95,49,6.6,Shooting stage,9.209677419,11,11,2021
Kannur,Kannur,Banana - Green,2021-11-12,29.1,24.2,84.5,2.1,10.1,92.1,Cloudy skies throughout the day with a chance of rain throughout the day.,47.2,loamy to humid,5.565028635,83,79,55,0.2,Shooting stage,6.580926181,12,11,2021
Kannur,Kannur,Banana - Green,2021-11-13,31.7,24.9,83.6,2.0,11.5,115.3,Cloudy skies throughout the day with rain.,53.1,loamy to humid,6.211833161,85,95,47,6.6,Shooting stage,7.774358974,13,11,2021
Kannur,Kannur,Banana - Green,2021-11-14,30.1,24.9,88.7,20.9,10.8,107.0,Cloudy skies throughout the day with a chance of rain throughout the day.,56.85,loamy to humid,6.490074429,109,79,45,8.1,Shooting stage,7.264224474,14,11,2021
Kannur,Kannur,Banana - Green,2021-11-15,28.7,24.9,88.8,87.8,14.0,48.2,Cloudy skies throughout the day with a chance of rain throughout the day.,59.7,loamy to humid,5.590236025,100,76,45,7.6,Shooting stage,8.131082842,15,11,2021
Kannur,Kannur,Banana - Green,2021-11-16,28.9,24.2,89.7,27.1,16.9,95.3,Cloudy skies throughout the day with a chance of rain throughout the day.,57.25,loamy to humid,6.225225239,117,86,48,0.5,Shooting stage,8.694939585,16,11,2021
Kannur,Kannur,Banana - Green,2021-11-17,30.0,25.1,84.7,1.6,11.5,199.8,Partly cloudy throughout the day with a chance of rain throughout the day.,74.4,loamy to humid,6.190757459,114,94,53,4.2,Shooting stage,8.598274209,17,11,2021
Kannur,Kannur,Banana - Green,2021-11-18,30.7,24.5,87.0,3.0,9.4,135.0,Cloudy skies throughout the day with a chance of rain throughout the day.,58.6,loamy to humid,5.915568968,110,78,50,5.7,Shooting stage,8.893756294,18,11,2021
Kannur,Kannur,Banana - Green,2021-11-19,30.1,24.7,88.5,4.4,14.0,103.6,Cloudy skies throughout the day with rain.,52.625,loamy to humid,6.195152442,94,70,48,5.2,Shooting stage,8.526109661,19,11,2021
Kannur,Kannur,Banana - Green,2021-11-20,27.9,24.9,89.9,23.5,8.6,64.9,Cloudy skies throughout the day with a chance of rain throughout the day.,46.725,loamy to humid,6.156373499,80,71,47,0.2,Shooting stage,11.44803854,20,11,2021
Kannur,Kannur,Banana - Green,2021-11-21,28.9,24.7,84.2,2.8,11.2,185.9,Partly cloudy throughout the day with a chance of rain throughout the day.,71.025,loamy to humid,6.313197204,114,79,51,5.3,Shooting stage,9.795652174,21,11,2021
Kannur,Kannur,Banana - Green,2021-11-22,32.7,24.2,81.9,0.1,12.6,217.0,Partly cloudy throughout the day with afternoon rain.,77.9,loamy to humid,6.324270089,88,78,45,6.8,Shooting stage,8.076658477,22,11,2021
Kannur,Kannur,Banana - Green,2021-11-23,32.9,25.1,85.9,5.5,9.4,180.6,Becoming cloudy in the afternoon with rain.,70.35,loamy to humid,5.707488987,112,73,48,6.3,Shooting stage,7.151612903,23,11,2021
Kannur,Kannur,Banana - Green,2021-11-24,33.2,24.9,86.8,1.7,8.6,208.1,Partly cloudy throughout the day with a chance of rain throughout the day.,76.3,loamy to humid,6.119216009,117,76,47,0.3,Shooting stage,8.294478528,24,11,2021
Kannur,Kannur,Banana - Green,2021-11-25,31.7,25.1,83.4,0.8,12.2,151.0,Cloudy skies throughout the day with rain in the morning and afternoon.,61.85,loamy to humid,5.571401169,111,87,48,6.2,Shooting stage,8.725974026,25,11,2021
Kannur,Kannur,Banana - Green,2021-11-26,32.4,25.1,84.4,5.9,7.6,77.4,Cloudy skies throughout the day with a chance of rain throughout the day.,43.825,loamy to humid,5.63127166,89,83,47,7.7,Shooting stage,8.860409146,26,11,2021
Kannur,Kannur,Banana - Green,2021-11-27,34.1,25.4,78.5,0.9,9.0,154.9,Partly cloudy throughout the day with rain.,60.825,loamy to humid,6.101241579,93,91,47,7.2,Shooting stage,10.77995301,27,11,2021
Kannur,Kannur,Banana - Green,2021-11-28,34.2,25.2,81.1,11.7,9.0,167.7,Cloudy skies throughout the day with rain.,67.375,loamy to humid,6.438137279,92,81,52,0.5,Shooting stage,9.209677419,28,11,2021
Kannur,Kannur,Banana - Green,2021-11-29,31.2,25.6,85.3,15.4,12.6,141.1,Cloudy skies throughout the day with a chance of rain throughout the day.,63.6,loamy to humid,6.098369122,105,74,45,7.4,Shooting stage,6.580926181,29,11,2021
Kannur,Kannur,Banana - Green,2021-11-30,33.2,25.3,85.1,2.0,9.4,151.8,Cloudy skies throughout the day with a chance of rain throughout the day.,62.075,loamy to humid,5.695267822,102,71,48,8.9,Shooting stage,7.774358974,30,11,2021
Kannur,Kannur,Banana - Green,2021-12-01,32.9,25.0,81.6,0.1,11.9,218.8,Partly cloudy throughout the day with early morning rain.,78.1,loamy to humid,5.618094446,94,91,51,8.4,Shooting stage,7.264224474,1,12,2021
Kannur,Kannur,Banana - Green,2021-12-02,33.7,25.1,81.3,0.1,9.4,213.6,Partly cloudy throughout the day with early morning rain.,76.1,loamy to humid,6.435785799,116,71,47,0.8,Shooting stage,8.131082842,2,12,2021
Kannur,Kannur,Banana - Green,2021-12-03,34.1,25.1,82.6,1.1,9.0,180.3,Partly cloudy throughout the day with rain.,68.25,loamy to humid,6.176644228,117,79,49,3.7,Shooting stage,8.694939585,3,12,2021
Kannur,Kannur,Banana - Green,2021-12-04,33.1,25.4,81.3,0.1,11.2,209.0,Partly cloudy throughout the day with morning rain.,75.4,loamy to humid,6.220643671,119,72,55,5.2,Shooting stage,8.598274209,4,12,2021
Kannur,Kannur,Banana - Green,2021-12-05,34.1,25.2,80.6,0.0,14.8,220.8,Clear conditions throughout the day.,79.05,loamy to humid,5.871702211,99,73,53,4.7,Shooting stage,8.893756294,5,12,2021
Kannur,Kannur,Banana - Green,2021-12-06,34.1,25.1,79.9,0.4,11.5,212.6,Partly cloudy throughout the day with rain.,76.1,loamy to humid,6.390741836,91,84,52,0.1,Shooting stage,8.526109661,6,12,2021
Kannur,Kannur,Banana - Green,2021-12-07,33.2,24.2,81.5,1.1,12.6,203.0,Partly cloudy throughout the day with afternoon rain.,74.55,loamy to humid,6.21084479,80,90,47,4.6,Shooting stage,11.44803854,7,12,2021
Kannur,Kannur,Banana - Green,2021-12-08,34.1,24.4,81.4,0.2,10.4,215.4,Clear conditions throughout the day with rain.,76.85,loamy to humid,6.012696655,101,70,48,6.1,Shooting stage,9.795652174,8,12,2021
Kannur,Kannur,Banana - Green,2021-12-09,34.1,24.9,79.7,0.1,11.2,208.3,Partly cloudy throughout the day with afternoon rain.,74.825,loamy to humid,5.908770059,108,89,53,5.6,Shooting stage,8.076658477,9,12,2021
Kannur,Kannur,Banana - Green,2021-12-10,33.2,25.9,80.7,3.4,13.3,217.7,Partly cloudy throughout the day with a chance of rain throughout the day.,78.775,loamy to humid,6.049801781,100,80,52,0.2,Shooting stage,7.151612903,10,12,2021
Kannur,Kannur,Banana - Green,2021-12-11,34.4,24.1,75.3,0.0,11.2,208.0,Clear conditions throughout the day.,73.625,loamy to humid,6.010095853,109,91,53,5.5,Shooting stage,8.294478528,11,12,2021
Kannur,Kannur,Banana - Green,2021-12-12,34.1,25.3,75.4,0.0,11.2,212.0,Partly cloudy throughout the day.,74.65,loamy to humid,5.738678895,82,78,46,7.0,Shooting stage,8.725974026,12,12,2021
Kannur,Kannur,Banana - Green,2021-12-13,33.2,25.4,74.2,0.0,11.5,213.8,Partly cloudy throughout the day.,74.875,loamy to humid,5.74055541,106,70,55,6.5,Shooting stage,8.860409146,13,12,2021
Kannur,Kannur,Banana - Green,2021-12-14,33.2,25.7,74.8,0.0,11.2,156.8,Partly cloudy throughout the day.,60.7,loamy to humid,5.793260262,90,86,52,0.3,Shooting stage,10.77995301,14,12,2021
Kannur,Kannur,Banana - Green,2021-12-15,33.2,25.4,79.6,1.6,13.0,209.6,Partly cloudy throughout the day with rain.,75.95,loamy to humid,5.50947065,83,95,50,6.6,Shooting stage,9.209677419,15,12,2021
Kannur,Kannur,Banana - Green,2021-12-16,34.9,24.7,74.5,0.0,13.0,228.9,Clear conditions throughout the day.,79.1,loamy to humid,5.986442306,119,90,48,8.1,Shooting stage,6.580926181,16,12,2021
Kannur,Kannur,Banana - Green,2021-12-17,35.4,24.4,74.2,0.0,13.7,230.2,Clear conditions throughout the day.,79.525,loamy to humid,5.790768046,107,72,45,7.6,Shooting stage,7.774358974,17,12,2021
Kannur,Kannur,Banana - Green,2021-12-18,33.1,24.4,74.8,0.0,13.0,238.0,Clear conditions throughout the day.,81.45,loamy to humid,5.915546415,116,81,55,0.5,Shooting stage,7.264224474,18,12,2021
